tipo_execucao,threads,schedule,collapse,N,tempo
1,static,1,50,0.057101
1,static,2,50,0.059311
1,dynamic,1,50,0.059090
1,dynamic,2,50,0.059612
1,guided,1,50,0.056837
1,guided,2,50,0.057073
2,static,1,100,0.131709
2,static,2,100,0.138235
2,dynamic,1,100,0.136075
2,dynamic,2,100,0.151048
2,guided,1,100,0.139151
2,guided,2,100,0.185272
4,static,1,200,4.741499
4,static,2,200,3.913276
4,dynamic,1,200,3.983688
4,dynamic,2,200,3.640978
4,guided,1,200,4.080337
4,guided,2,200,4.165943
